Q202735	Billy Bob Thornton
Q840587	Xavier Rubert de Ventós
Q254977	Älvsborg Line
Q1045165	Shane
Q181190	Bosnia and Herzegovina men's national football team
Q171363	Viggo Mortensen
Q990548	Juankoski
Q244595	Újpest FC
Q1489	Mexico City
Q1279761	Larz Anderson House
Q18857080	Spellemannprisen in chamber music
Q106375	Josef Goubeau
Q615090	Sergei Pravkin
Q1480	Corazon Aquino
Q391792	Helen Grant
Q19544035	canton of Lille-4
Q448138	Nora Marks Dauenhauer
Q389975	Geoff Petrie
Q270890	Claudio Caniggia
Q619983	Dannie Heineman Prize for Astrophysics
Q455971	Esteghlal F.C.
Q692084	Arndt Simon
Q179282	Steven Weinberg
Q1060785	HMS Hampshire
Q622321	Football Association of Hong Kong, China
Q11991767	Nordic Language Prize
Q1425151	Academy Award for Best Documentary (Short Subject)
Q33232596	Humanitarian of the Year
Q634950	Gwenaëlle Aubry
Q392115	FC Moscow
Q124160	Luttenbach-près-Munster
Q1073991	Eri Fukatsu
Q1767791	Deputy Prime Minister of Japan
Q335921	Þórunn Sveinbjarnardóttir
Q462544	Wigner Medal
Q41895	Kenny Miller
Q462542	Theodoros Pangalos
Q335926	Janet Young, Baroness Young
Q10592	Marcus Gayle
Q323659	Jean-Claude Lauzon
Q161884	Bagneux
Q161885	Kingdom of Great Britain
Q328385	Prévessin-Moëns
Q579037	Ruslan Abishov
Q635393	Wolfersdorf
Q1131732	Serbia and Montenegro national football team
Q47325	Stra
Q1131736	The Pied Pipers
Q128736	John Forbes Nash
Q327727	Osterode am Harz
Q283968	Gergei
Q1059371	Blood Music
Q572442	Ernest Nys
Q6496356	Latin Grammy Award for Best Latin Children's Album
Q166974	Arnaldo Edi Lopes da Silva
Q89331	Josef Rusnak
Q23436	Edinburgh
Q2582970	Arthur L. Day Medal
Q19606409	canton of Annœullin
Q264393	Dave Cowens
Q3404580	Prix Femina étranger
Q1333425	Francis Darwin
Q33112157	King Faisal International Prize in Service to Islam
Q608844	Daniel Noriega
Q51976	SV Werder Bremen
Q22349	Holling
Q822792	Willi Evseev
Q1062198	Lamath
Q22343	Etting
Q22347	Givrycourt
Q22344	Lessy
Q470729	Tony Cascarino
Q4992646	Juraj Thoma
Q2069200	Penrose Gold Medal
Q93391	Glenn Murray
Q466739	Marius Hiller
Q1048856	All in the Family
Q695886	Arnold Beckman
Q9487	Montalto Dora
Q172107	Polish–Lithuanian Commonwealth
Q230	Georgia
Q1197	Lower Saxony
Q9481	Montaldo Torinese
Q239	City of Brussels
Q331975	Naohiro Takahara
Q3254189	Gold Medals of the Royal Geographical Society
Q18018860	Member of Parliament in the Parliament of England
Q696507	SC Austria Lustenau
Q105853	Karlsruher SC
Q90115	Georg Britting
Q6508580	Leader of the Seanad
Q12998	Georges Lemaître
Q324589	Club Atlético Lanús
Q457673	Ashley Fox
Q13624821	1st Legislative Council of Hong Kong
Q8682	Real Madrid CF
Q8686	Shanghai
Q8687	Athletic Club
Q104104	Andre Geim
Q100487	Theodor Schreiber
Q1025692	Iniö
Q237454	Marta Kauffman
Q924796	Nicolai Jørgensen
Q1092287	Florian Myrtaj
Q322520	Jean Schlumberger
Q162279	Kuopio
Q312408	Telmo Zarra
Q80128	Federico Marchetti
Q713505	Daniel Patrick Moynihan
Q418694	Akira Hasegawa
Q1194576	Fisher Ames
Q134241	Feyenoord Rotterdam
Q486839	member of parliament
Q1066501	Charles Woodson
Q312405	Vernor Vinge
Q46810	Campagna Lupia
Q289867	Bois-Grenier
Q2367542	Minister of Finance
Q131499	S.L. Benfica
Q487891	Jo Sungmo
Q181734	Annie
Q286517	Émile Vaudremer
Q1004531	Bullets Over Broadway
Q286511	Christian Karembeu
Q567492	Liebig Medal
Q366910	Ron Moody
Q7158133	Pearl Meister Greengard Prize
Q358257	Oskar Backlund
Q486955	Javier Arley Reina Calvo
Q13452524	Officer of Arts and Letters
Q453822	Suzanne Flon
Q247730	Abdul Razak
Q4948	Republic of Venice
Q209611	Thorbjørn Jagland
Q566257	Friedrich Merz
Q180804	Wildenstein
Q566258	Annemarie Böll
Q203708	Manuel Azaña
Q7574290	Speaker of the Maine House of Representatives
Q637306	Peter Robinson
Q106367	Peter Walter
Q519811	Ramin Karimloo
Q1035067	Heisman Trophy
Q12132454	People's Deputy of Ukraine
Q39718	Bob Kerrey
Q788056	Komi Autonomous Soviet Socialist Republic
Q2073145	Belarus national under-21 football team
Q1374129	canton of Lille-Sud-Est
Q929775	Kaimar Saag
Q2708342	Gordeyevsky District
Q209538	Iron Man 3
Q39716	Larsen Touré
Q123127	Klaus Merz
Q136733	Leeuwenhoek Medal
Q614916	Famen Temple
Q116630	Francisco Morales Bermúdez
Q1003315	Francesco Lodi
Q693909	FC VSS Košice
Q670600	Vincenzo Rennella
Q1118818	Andrėjus Tereškinas
Q924875	Jan Vošahlík
Q431571	The Return of Spring
Q320603	rutile
Q375400	Andres Lipstok
Q98921	Ipatinga Futebol Clube
Q2018176	Publieksprijs voor het Nederlandse Boek
Q273239	Chaumontel
Q273238	George Whipple
Q209283	Bengt Edlén
Q2644606	Alfred Wegener Medal
Q12201526	Member of the Order of the British Empire
Q708269	Arthur L. Schawlow Prize in Laser Science
Q716909	Ordre des Arts et des Lettres
Q1164172	Sainte-Marguerite-sur-Fauville
Q380175	Garry O'Connor
Q708262	Arthur L. Day Prize and Lectureship
Q649413	Mike Reno
Q1133807	Sly and the Family Stone
Q4835467	BET Award for Best Collaboration
Q4835466	BET Award for Best Actor & Actress
Q4589995	Golden Arena for Best Actor
Q1071457	Ferrières
Q6428295	Komen Brinker Award for Scientific Distinction
Q842606	Roman emperor
Q126406	Nerijus Astrauskas
Q317437	Shell-Haus
Q235216	Maaya Sakamoto
Q21162517	King of Northumbria
Q235219	Amy Madigan
Q228616	Marta
Q267261	Lorsica
Q604615	Akmolinsk Oblast (Russian Empire)
Q1178227	Lotto Development Team
Q1377763	European Film Award for European Discovery of the Year
Q1164217	Saint-Pierre-Lavis
Q573079	Oscar Mathisen Award
Q1255091	Rae Allen
Q460924	Caroline Seger
Q655250	Craig McCracken
Q1165566	Old Havana
Q28940944	member of the Sami Parliament of Norway
Q335352	Satyricon
Q152756	Frederik VIII of Denmark
Q42580	Dairago
Q1165133	Maria Friedman
Q208228	Stade de Reims
Q1146823	Theo Lewis Weeks
Q21527	Oberhoffen-lès-Wissembourg
Q666389	Joseph Ngwenya
Q15141632	thesaban nakhon
Q1232521	Nigel Unwin
Q1138576	Craig L. Thomas
Q709945	Pak Kwang-ryong
Q21197	Chișinău
Q252449	Theodore E. Burton
Q1133496	Cornelis Benjamin Biezeno
Q142005	F.C. Hansa Rostock
Q727282	Honorary César
Q473158	Auboué
Q374317	Carl Dickinson
Q2545449	Person of Cultural Merit
Q8301	Stefen Fangmeier
Q428431	Ricardo Rocha
Q1128631	Leeds United F.C.
Q272546	Saint-Martin-la-Garenne
Q218165	Pauleta
Q478317	Coritiba F.C.
Q241456	Inari Vachs
Q492441	Daniël Stellwagen
Q218334	Figueirense Futebol Clube
Q745864	omphacite
Q106418	Catherine Deneuve
Q285992	Émile Henriot
Q769200	Charles Barton
Q180272	Gary Sinise
Q454410	Murat Duruer
Q769205	James Coco
Q914231	Rietveld Schröder House
Q1087803	Bastelicaccia
Q635491	Wittersdorf
Q483202	Serhiy Skachenko
Q1520638	James Clerk Maxwell Prize for Plasma Physics
Q16525419	1. FSV Mainz 05 II
Q2895	Byelorussian Soviet Socialist Republic
Q26080	Wadden Sea
Q129817	Russell Crowe
Q655736	William Wallace
Q90275	Herlind Gundelach
Q314801	Hal Holbrook
Q87896	Helmut Landsberg
Q1999970	Upper Alsace
Q576175	Sandra Osborne
Q318835	Elliott Carter
Q16083	Deggendorf
Q2641	SSC Napoli
Q1853532	list of lieutenant governors of Missouri
Q115547	Bill Goldberg
Q1916782	Meeples' Choice Award
Q1587677	Prime Minister of France
Q940035	Edmundo Suárez
Q495082	Junio César Arcanjo
Q21731	Saint-Médard
Q756526	Martin Klein
Q315170	Seán O'Casey
Q853408	Saint-Sulpice
Q268208	Australia men's national soccer team
Q786047	Ramón Calderé
Q3799678	International Press Institute World Press Freedom Heroes
Q552946	José Eulogio Gárate
Q22421	Saales
Q22420	Frœschwiller
Q157053	Chernihiv
Q1335771	Emil Wiechert Medal
Q97319	John Herberger
Q1419574	Kyiv Voivodship
Q330130	Roland Kirchler
Q1308434	Louis M. Kunkel
Q18675661	Member of the Legislative Assembly of Saskatchewan
Q851754	Gábor Bukrán
Q21910	Bettviller
Q153006	Free University Berlin
Q865021	Birchington-on-Sea
Q209842	University of Paris
Q584296	Yacine Abdessadki
Q11649	Nirvana
Q542489	Omarosa Manigault Newman
Q983233	Arnon Grunberg
Q983232	Israel Yeshayahu
Q542485	Gregg Wylde
Q1202762	Germany women's national under-17 association football team
Q139225	Þorgerður Katrín Gunnarsdóttir
Q452813	Winifred Mary Curtis
Q574592	Emil Wolf
Q400059	Aharon Megged
Q624008	National Building Museum
Q683522	Charles Macintosh
Q2391860	Toshiko Tamura Prize
Q878798	Hugh Carey
Q2911019	Premier of Quebec
Q5286748	Dobričin prsten
Q498314	Nakamura Kanzaburō XVIII
Q724716	Eddie Kelly
Q105447	Saturn Award
Q628004	President of Mexico
Q785320	Edivaldo Hermoza
Q1259302	Selçuk Görmüş
Q785636	Erich Fromm Prize
Q698866	Maurice Strong
Q269007	Marc Pfertzel
Q2446294	Norway national under-21 association football team
Q7318	Nazi Germany
Q6865864	Minister for Health (Ireland)
Q1175673	David Milch
Q822671	Bernard Reynès
Q238884	Shirley Knight
Q945241	Gamal Hamza
Q1059416	Beyond Outrage
Q586787	Hokkaido Consadole Sapporo
Q583809	Solicitor General for England and Wales
Q372845	Lodovico Altieri
Q111492	Mirko Bonné
Q322190	Christian Mikolajczak
Q908510	Stephen J. Benkovic
Q155186	FC Carl Zeiss Jena
Q15811193	Gabbay Award
Q708904	Peter Buell Porter
Q19509	Stade Rennais F.C.
Q726066	Sweden women's national association football team
Q377490	Adrienne Kennedy
Q41550	Organization for Economic Cooperation and Development
Q6844403	Miguel Algarín
Q19500	Wolverhampton Wanderers F.C.
Q518779	Leo Ryan
Q259940	Valérie Lemercier
Q405106	Aili Keskitalo
Q928164	Polish Academy Award for Best Actress
Q17905	Martin Schulz
Q3110062	Golden Globe for Best Actor in a Television Series
Q928167	David Goodwillie
Q931449	Ryman Auditorium
Q24904	ADO Den Haag
Q463774	Elena Udrea
Q960474	Marc-Philippe Daubresse
Q1268501	Dwight Stephenson
Q471969	Lille metropolis
Q794626	Aílton do Nascimento Correia
Q2713491	Spain national under-19 football team
Q154586	Levon Aronian
Q172221	Slovenia men's national football team
Q973821	Tomi Maanoja
Q17521353	Arminia Bielefeld II
Q18344281	Kyoto Prize in Basic Sciences
Q973829	Order of New Zealand
Q1109182	Jenő Király
Q938930	Old Chicago Water Tower District
Q1044651	Vegalta Sendai
Q750299	Cravant
Q95989	Matthias Kreck
Q1321172	Hans-Joachim Heldt
Q262805	Lydia Cacho
Q348149	Marc Davis
Q1101754	Amos Mariani
Q13625987	Shadow Secretary of State for Defence
Q931704	O.F.I. Crete F.C.
Q3703245	David di Donatello Luchino Visconti
Q950619	Chadli Amri
Q2111473	Pro meritis scientiae et litterarum
Q1064575	Charlie Gordon
Q1070268	Peter Hessler
Q210961	Kilmarnock F.C.
Q157004	Jorge Semprún
Q336766	Jonathan Sacks
Q1304962	Mohammad Reza Adelkhani
Q103894	Alec Guinness
Q333085	David Owen
Q95189	Jürgen Mittelstraß
Q333737	Lyon Playfair, 1st Baron Playfair
Q1726364	Moses-Mendelssohn-Preis
Q1071021	sanbornite
Q9127	Cafasse
Q5818	Córdoba
Q94658	Cesare Facchinetti
Q49088	Columbia University
Q12349	Inna
Q1010218	Huenes Marcelo Lemos
Q3589775	Australia national under-23 soccer team
Q5812	Novak Djokovic
Q253308	Shirley Booth
Q1284480	Pieter van Geel
Q522105	André Néron
Q132551	Office of the United Nations High Commissioner for Refugees
Q4137459	Hero of the Mongolian People's Republic
Q103093	Västra Götaland County
Q1711155	Judy Grahn
Q554898	Tom Maniatis
Q302167	Radosław Gilewicz
Q981409	Liviu Antal
Q16506	České Budějovice
Q1097074	Ville-Houdlémont
Q906914	Nods
Q2423	Yaroslavl
Q317339	Thomas Hengen
Q159123	Nils Petersen
Q111643	Horst Bredekamp
Q777337	Aurora Pro Patria 1919
Q191827	Taoiseach
Q369588	Maxim Kontsevich
Q484766	Tomasz Kuszczak
Q240444	FC Akhmat Grozny
Q851233	Budapesti VSC
Q46248	Terry Pratchett
Q501693	ES Troyes AC
Q707663	Isidore of Kyiv
Q90489	Fabian Döttling
Q1069990	Unechsky District
Q295834	Jean-Pierre Léaud
Q3332201	Flavelle Medal
Q688291	Brodingberg
Q6625186	Leader of the Liberal Democrats
Q273704	West Side Story
Q935113	Heuilley-Cotton
Q18677983	Grand Est
Q434113	Bengt Strömgren
Q214374	Lillestrøm SK
Q129485	Guerchy
Q188793	Ion Ceapă
Q2670674	Poland national under-19 football team
Q315286	Lucien Laurent
Q939119	Aksel C. Wiin-Nielsen
Q707590	Pavel Dostál
Q732160	Clifford William Robinson
Q599129	Capt. Nathaniel B. Palmer House
Q586061	Umrao Jaan
Q537864	Jean Lecanuet
Q544884	Martragny
Q3405963	Governor General's Literary Awards
Q710707	Tarmo Neemelo
Q863391	Le Locheur
Q912982	Brian Priske
Q217652	Woolworth Building
Q2331232	Italy national under-17 football team
Q2636053	Leader of the House of Commons
Q711010	Aleksandr Poleshchuk
Q134430	Snow White and the Seven Dwarfs
Q554800	Jos Hooiveld
Q723961	Miklós Lendvai
Q980573	Club Atlético River Plate
Q451780	Nate "Tiny" Archibald
Q537717	Ethiopian Football Federation
Q334053	Granville Leveson-Gower, 2nd Earl Granville
Q455954	Walter Martínez
Q202093	Heart of Midlothian F.C.
Q107959	Patrick Cramer
Q2747647	Secretary of State for Defence
Q832120	César Award for Best Adaptation
Q1027858	Raudnei Anversa Freire
Q99	California
Q47048	Oulu
Q893308	AFC Eskilstuna
Q233686	Mamie Eisenhower
Q331483	demolition
Q26270762	doctor honoris causa from the Pierre and Marie Curie University
Q544089	Sarah Boyack
Q13598	Vénissieux
Q487070	Dessau
Q369056	Teófilo Gutiérrez
Q943558	Vasilis Hatzipanagis
Q21505	Zeinheim
Q11998	Kylie Minogue
Q43969	Muhammad Yunus
Q124141	Kientzheim
Q1379623	P.C. Hooft Award
Q636923	Kalle Päätalo
Q937267	Frank Thomas
Q472921	Tsutomu Mizukami
Q464810	John Warner
Q51133	King Vidor
Q319136	St. Mirren F.C.
Q314342	David O. Russell
Q1144686	Laugerie-Basse
Q118337	Roberto Zanetti
Q934402	Humberto Maschio
Q782788	Australian of the Year
Q442008	Doris Kearns Goodwin
Q131549	Claude Simon
Q500405	Le Bonhomme
Q687389	Everton Costa
Q620792	Aleix Vidal
Q167741	dolomite
Q3774974	Sundance Film Festival U.S. Dramatic Grand Jury Prize Award
Q818624	Trelleborgs FF
Q6496400	Latin Grammy Award for Best Urban Song
Q6496401	Latin Grammy Award for Producer of the Year
Q577142	Mehdi Rahmati
Q905369	Koji Nakanishi
Q6496408	Latin Grammy Award for Song of the Year
Q107258	Academy Award for Best Writing, Adapted Screenplay
Q667730	Minas Hantzidis
Q1441983	redevelopment
Q272201	Liz Truss
Q94638	Casalecchio di Reno
Q3207	Aude
Q612662	Sabadell History Museum
Q65770	Jürgen Kocka
Q97675	Theodor Hubrich
Q646596	Puebla F.C.
Q523144	André Téchiné
Q515651	Mori Mari
Q154912	Olav V of Norway
Q208581	Arnay-sous-Vitteaux
Q179808	Palme d'Or
Q208583	Lagney
Q212058	Levy Mwanawasa
Q208584	Helsingin Jalkapalloklubi
Q725430	Papa Waigo
Q212	Ukraine
Q213	Czech Republic
Q211	Latvia
Q217	Moldova
Q214	Slovakia
Q320400	Andreas Maier
Q556338	Calvin Levels
Q218	Romania
Q219	Bulgaria
Q1154453	West Asian Football Federation
Q757110	MFK Ružomberok
Q729560	Randers FC
Q727724	Communist Party of Czechoslovakia
Q133520	Grêmio Barueri Futebol
Q24567005	Anonymous Was A Woman Award
Q646143	Lucien Mettomo
Q1428560	Pilot-Cosmonaut of the Russian Federation
Q229375	Linda Ronstadt
Q206247	Quim
Q6542686	Library of Congress Living Legend
Q9447	Lusigliè
Q315434	Paul Painlevé
Q315436	Joseph Louis François Bertrand
Q276	Eurovision Song Contest
Q606707	Carlos Antonio Muñoz Cobo
Q690920	Straß in Steiermark
Q124853	David Johnson
Q490058	Andernach
Q987650	Loudenvielle
Q22365	Rémelfang
Q7124977	Kanwarjit Singh Paintal
Q22367	Roupeldange
Q22363	Velving
Q1139956	Shenzhen F.C.
Q3246797	Secretary of State for Transport
Q1319779	Stefano Bellè
Q19803234	Member of the Chamber of Deputies of the Parliament of the Czech Republic
Q5312934	Academic Centre for Dentistry Amsterdam
Q1260743	Petar Lubarda
Q336374	Frederick Hamilton-Temple-Blackwood, 1st Marquess of Dufferin and Ava
Q1116712	Something New
Q316479	Djamel Mesbah
Q103660	Angela D. Friederici
Q947090	Grammy Award for Best Male Pop Vocal Performance
Q302977	Austria national under-19 football team
Q13418499	Pavle Vuisić Award
Q101806	Eva-Maria Voigt
Q724384	Magnesia Litera
Q1046009	Talgat Bigeldinov
Q265133	Amina Wadud
Q11413089	Yoshikawa Eiji Prize for Literature
Q925535	Steven Smith
Q348310	Patrik Baumann
Q1060184	Mito HollyHock
Q283625	Ballao
Q149801	Munwiller
Q180865	University of Toronto
Q438164	Samuel R. Delany
Q622137	Lehigh University
Q367851	Fabián Orellana
Q447831	Andrey Lyapchev
Q106255	Jean-Paul Belmondo
Q701290	SSV Ulm 1846
Q332704	John of Brienne
Q1159694	Massimo Brambati
Q236300	Teri Polo
Q462089	Whitfield Diffie
Q5593782	Grammy Award for Best Country Collaboration with Vocals
Q579677	President of Ukraine
Q738429	Besnik Hasi
Q5593789	Grammy Award for Best Country Song
Q738423	Gamba Osaka
Q42021	Justinian II
Q553489	Harold Carmichael
Q1198779	Górnik Łęczna
Q344328	İstanbulspor A.Ş.
Q375427	Cristiano Pereira de Souza
Q955246	Roberto Batres
Q3473903	Satellite Award for Best Editing
Q505256	Joe Greene
Q178180	Orduspor
Q370071	Peter Shor
Q155794	Hans Bethe
Q3068024	First Secretary of State
Q951958	José Calado
Q1874	Odesa
Q364619	John Clive Ward
Q165980	University of Vienna
Q1026809	Yeung Sum
Q18630671	Seiersberg-Pirka
Q943381	Víctor Ormazábal
Q840286	Cannes Film Festival Award for Best Actress
Q690077	Veitsch
Q428047	Apollon Limassol FC
Q17506823	member of the House of Representatives of Japan
Q7669614	TCA Award for Outstanding Achievement in Drama
Q818111	Benoît Costil
Q49768	Social Democratic Party of Germany
Q21356	Sparsbach
Q49762	Christian Democratic Union
Q49766	Alliance '90/The Greens
Q186096	Tsardom of Russia
Q49764	The Left
Q5243451	Daytime Emmy Award for Outstanding Supporting Actress in a Drama Series
Q19360355	member of the Hamburg Parliament
Q5243457	Daytime Emmy Award for Outstanding Younger Actress in a Drama Series
Q182930	FC Rostov
Q42791	Vittuone
Q317109	Helfrantzkirch
Q19752714	Minister of Finance of Greece
Q42796	Arese
Q15755	FC Augsburg
Q1049738	Condé-sur-Huisne
Q994163	Ben Parker
Q155424	Riverton Prize
Q84895	Albrecht Alt
Q142392	Prometheus Award
Q1082194	Sierra Leone Football Association
Q722445	Kristijan Ipša
Q1460053	Panetolikos F.C.
Q7243495	Primetime Emmy Award for Outstanding Casting for a Comedy Series
Q164582	Vytautas Landsbergis
Q1257501	Golden Globe Award for Best Actress – Television Series Drama
Q148646	Michelbach
Q350926	Martin Abraham
Q1480985	Club Atlético Morelia
Q513091	Mark Dayton
Q444711	Paulo José de Oliveira
Q112243	Academy Award for Best Original Song
Q203804	Tim Roth
Q269151	PEC Zwolle
Q611513	Secretary of State for Economic Affairs
Q1287930	Albert Einstein World Award of Science
Q162983	Radmila Šekerinska
Q980295	Pero Pejić
Q13476486	TCA Award for Individual Achievement in Drama
Q316855	Hallescher FC
Q316850	Bob Ezrin
Q12158	Club Deportivo Numancia de Soria
Q179496	Margaret Leighton
Q448386	David M. Kreps
Q16911512	American Music Award for Favorite Rap/Hip-Hop Band/Duo/Group
Q537479	Alan Fersht
Q15906392	Finance Committee
Q284595	Laurier House
Q236718	Edith Evans
Q7240364	Premier of North Korea
Q16310	Province of Venice
Q241475	Lida
Q30120085	King Faisal International Prize in Science
Q4501412	Chief Rabbi
Q1697	Moscow Oblast
Q1079204	Christian Clemenson
Q530124	Order of Culture
Q615682	MTV Video Music Award for Best Cinematography
Q14808	Oranienburg
Q126826	Aerosmith
Q868281	Vauxcéré
Q538875	George Țucudean
Q134073	SC Wiener Neustadt
Q159936	Kickers Offenbach
Q324338	FC Torpedo Moscow
Q188478	Brăila
Q14805	Independent City Kaufbeuren
Q262569	Polonia Warsaw
Q881600	Isaac Toucey
Q173897	John Bassett Moore
Q371305	Pablo Armero
Q450026	Rudi Assauer
Q459068	Hanna Damasio
Q650742	Buais
Q17006748	Logie Award for Most Popular Australian Program
Q585958	CS Pandurii Târgu Jiu
Q882553	J. Melville Broughton
Q1135510	Joseph Dayo Oshadogan
Q263969	Nicola Blackwood
Q893798	Boris Snetkov
Q3328932	Paraguay national under-20 football team
Q237829	Edward Smith-Stanley, 14th Earl of Derby
Q935960	TV3
Q4896830	Best WNBA Player ESPY Award
Q94790	Castiglione dei Pepoli
Q12560	Ottoman Empire
Q324489	Trujillo
Q845043	Frosinone Calcio
Q161982	Johannes Gutenberg University Mainz
Q364252	Yevgeny Baratynsky
Q191026	Francis Galton
Q28969136	member of the Berlin City Council
Q7330070	foreign minister
Q22199	Hundling
Q1010227	Silvio Soldini
Q422117	mesolite
Q9680541	Companion of the Order of Australia
Q2272209	Serbia national under-21 football team
Q608679	Fernando Primo de Rivera y Sobremonte
Q949582	Luca Caldirola
Q904344	Broadcast Film Critics Association Award for Best Song
Q534178	Francisco Rufete
Q514714	Netherlands national under-19 football team
